geom,temp_mes
POINT (12.523442714243279 24.21713504039256),28.1
POINT (13.080040168209646 24.21713504039256),28.2
POINT (13.636637622176012 24.21713504039256),27.8
POINT (14.193235076142381 24.21713504039256),27.9
POINT (14.74983253010875 24.21713504039256),27.9
POINT (15.306429984075116 24.21713504039256),28.3
POINT (15.863027438041485 24.21713504039256),28.4
POINT (16.419624892007853 24.21713504039256),28.3
POINT (16.97622234597422 24.21713504039256),27.9
POINT (17.532819799940587 24.21713504039256),27.3
POINT (18.089417253906955 24.21713504039256),22.2
POINT (18.646014707873327 24.21713504039256),20.5
POINT (19.202612161839696 24.21713504039256),20.0
POINT (19.759209615806057 24.21713504039256),20.0
POINT (20.31580706977243 24.21713504039256),18.3
POINT (20.872404523738798 24.21713504039256),18.6
POINT (21.429001977705163 24.21713504039256),25.3
POINT (21.98559943167153 24.21713504039256),26.0
POINT (22.5421968856379 24.21713504039256),26.4
POINT (23.098794339604268 24.21713504039256),26.4
POINT (23.655391793570633 24.21713504039256),26.6
POINT (24.211989247537 24.21713504039256),26.1
POINT (24.76858670150337 24.21713504039256),25.6
POINT (25.32518415546974 24.21713504039256),25.0
POINT (25.881781609436107 24.21713504039256),24.5
POINT (26.438379063402476 24.21713504039256),23.8
POINT (26.99497651736884 24.21713504039256),23.2
POINT (27.551573971335216 24.21713504039256),22.6
POINT (28.108171425301578 24.21713504039256),22.3
POINT (28.664768879267942 24.21713504039256),22.5
POINT (29.221366333234318 24.21713504039256),22.7
POINT (29.777963787200683 24.21713504039256),23.9
POINT (30.334561241167044 24.21713504039256),24.5
POINT (30.89115869513342 24.21713504039256),24.7
POINT (31.447756149099785 24.21713504039256),24.9
POINT (32.00435360306615 24.21713504039256),25.0
POINT (32.56095105703252 24.21713504039256),25.6
POINT (33.117548510998894 24.21713504039256),25.8
POINT (33.67414596496526 24.21713504039256),26.3
POINT (34.23074341893163 24.21713504039256),26.7
POINT (34.787340872897985 24.21713504039256),26.9
POINT (35.34393832686437 24.21713504039256),27.2
POINT (35.90053578083073 24.21713504039256),27.4
POINT (36.4571332347971 24.21713504039256),27.7
POINT (37.01373068876347 24.21713504039256),28.0
POINT (37.570328142729835 24.21713504039256),28.3
POINT (38.1269255966962 24.21713504039256),26.9
POINT (38.68352305066257 24.21713504039256),26.6
POINT (39.24012050462894 24.21713504039256),26.1
POINT (39.7967179585953 24.21713504039256),26.4
POINT (40.35331541256168 24.21713504039256),26.6
POINT (40.90991286652804 24.21713504039256),28.1
POINT (41.46651032049441 24.21713504039256),29.7
POINT (43.692900136359874 24.21713504039256),28.3
POINT (44.24949759032624 24.21713504039256),27.0
POINT (44.80609504429262 24.21713504039256),17.3
POINT (45.36269249825898 24.21713504039256),19.0
POINT (45.91928995222534 24.21713504039256),20.2
POINT (46.47588740619172 24.21713504039256),21.9
POINT (47.032484860158085 24.21713504039256),21.2
POINT (47.589082314124454 24.21713504039256),24.3
POINT (48.14567976809082 24.21713504039256),25.1
POINT (48.70227722205719 24.21713504039256),26.2
POINT (49.25887467602355 24.21713504039256),27.3
POINT (49.815472129989935 24.21713504039256),28.8
POINT (50.37206958395629 24.21713504039256),30.2
POINT (50.92866703792266 24.21713504039256),31.4
POINT (51.485264491889026 24.21713504039256),31.6
POINT (52.04186194585541 24.21713504039256),31.4
POINT (52.59845939982176 24.21713504039256),31.3
POINT (53.15505685378814 24.21713504039256),30.6
POINT (53.7116543077545 24.21713504039256),31.4
POINT (54.26825176172086 24.21713504039256),31.9
POINT (54.82484921568724 24.21713504039256),31.7
POINT (55.38144666965361 24.21713504039256),32.0
POINT (55.938044123619974 24.21713504039256),31.5
POINT (56.49464157758634 24.21713504039256),28.1
POINT (57.051239031552704 24.21713504039256),28.6
POINT (57.60783648551907 24.21713504039256),28.9
POINT (58.164433939485455 24.21713504039256),28.7
POINT (58.72103139345182 24.21713504039256),31.2
POINT (59.27762884741818 24.21713504039256),30.7
POINT (59.83422630138455 24.21713504039256),29.5
POINT (60.39082375535091 24.21713504039256),29.9
POINT (60.947421209317284 24.21713504039256),28.6
POINT (61.50401866328366 24.21713504039256),25.7
POINT (62.06061611725002 24.21713504039256),25.1
POINT (62.61721357121638 24.21713504039256),25.9
POINT (63.17381102518276 24.21713504039256),26.6
POINT (63.73040847914911 24.21713504039256),27.5
POINT (64.2870059331155 24.21713504039256),28.8
POINT (64.84360338708186 24.21713504039256),29.2
POINT (65.40020084104823 24.21713504039256),29.8
POINT (65.9567982950146 24.21713504039256),29.3
POINT (77.64534482830832 24.21713504039256),27.8
POINT (78.20194228227469 24.21713504039256),28.2
POINT (78.75853973624106 24.21713504039256),27.8
POINT (79.31513719020742 24.21713504039256),28.3
POINT (79.87173464417378 24.21713504039256),29.0
POINT (80.42833209814016 24.21713504039256),29.8
POINT (80.98492955210652 24.21713504039256),29.9
POINT (81.5415270060729 24.21713504039256),29.6
POINT (82.09812446003926 24.21713504039256),28.9
POINT (82.65472191400563 24.21713504039256),28.4
POINT (83.21131936797201 24.21713504039256),29.5
POINT (83.76791682193837 24.21713504039256),29.5
POINT (84.32451427590473 24.21713504039256),29.3
POINT (84.8811117298711 24.21713504039256),29.8
POINT (85.43770918383746 24.21713504039256),29.4
POINT (85.99430663780383 24.21713504039256),29.2
POINT (86.5509040917702 24.21713504039256),29.4
POINT (87.10750154573657 24.21713504039256),29.7
POINT (87.66409899970294 24.21713504039256),30.2
POINT (88.2206964536693 24.21713504039256),31.0
POINT (88.77729390763568 24.21713504039256),30.9
POINT (89.33389136160206 24.21713504039256),30.6
POINT (89.89048881556842 24.21713504039256),29.8
POINT (90.44708626953478 24.21713504039256),30.2
POINT (91.00368372350115 24.21713504039256),29.8
POINT (91.56028117746753 24.21713504039256),29.5
POINT (92.11687863143388 24.21713504039256),29.3
POINT (92.67347608540025 24.21713504039256),29.3
POINT (93.23007353936664 24.21713504039256),29.6
POINT (93.78667099333298 24.21713504039256),29.0
POINT (94.34326844729935 24.21713504039256),28.9
POINT (94.89986590126573 24.21713504039256),29.2
POINT (95.45646335523209 24.21713504039256),28.2
POINT (96.01306080919846 24.21713504039256),30.1
POINT (96.56965826316483 24.21713504039256),30.8
POINT (97.1262557171312 24.21713504039256),31.1
POINT (102.1356328028285 24.21713504039256),29.4
POINT (102.69223025679487 24.21713504039256),28.5
POINT (103.24882771076123 24.21713504039256),27.4
POINT (103.80542516472764 24.21713504039256),24.7
POINT (104.362022618694 24.21713504039256),18.2
POINT (104.91862007266035 24.21713504039256),25.6
POINT (105.47521752662671 24.21713504039256),30.6
POINT (106.0318149805931 24.21713504039256),31.2
POINT (106.58841243455946 24.21713504039256),32.1
POINT (107.14500988852582 24.21713504039256),31.0
POINT (107.70160734249218 24.21713504039256),24.9
POINT (108.25820479645854 24.21713504039256),24.2
POINT (108.81480225042492 24.21713504039256),24.8
POINT (109.37139970439128 24.21713504039256),25.7
POINT (109.92799715835766 24.21713504039256),24.2
POINT (110.48459461232405 24.21713504039256),23.1
POINT (111.0411920662904 24.21713504039256),19.8
POINT (111.59778952025675 24.21713504039256),25.6
POINT (112.15438697422313 24.21713504039256),23.9
POINT (112.7109844281895 24.21713504039256),24.4
POINT (113.26758188215587 24.21713504039256),24.6
POINT (113.82417933612223 24.21713504039256),25.2
POINT (114.38077679008859 24.21713504039256),25.9
POINT (114.93737424405495 24.21713504039256),27.1
POINT (115.49397169802134 24.21713504039256),27.2
POINT (116.0505691519877 24.21713504039256),26.2
POINT (116.60716660595409 24.21713504039256),26.2
POINT (117.16376405992045 24.21713504039256),27.2
POINT (117.72036151388681 24.21713504039256),26.6
POINT (118.27695896785318 24.21713504039256),25.5
POINT (118.83355642181954 24.21713504039256),24.4
POINT (119.39015387578591 24.21713504039256),24.0
POINT (119.94675132975229 24.21713504039256),25.1
POINT (121.61654369165136 24.21713504039256),25.4
POINT (122.17314114561775 24.21713504039256),25.4
POINT (122.72973859958414 24.21713504039256),25.4
POINT (123.2863360535505 24.21713504039256),25.6
POINT (123.84293350751686 24.21713504039256),25.6
POINT (-175.0498992724227 23.62093601478114),24.6
POINT (-174.49330181845633 23.62093601478114),24.0
POINT (-173.93670436448997 23.62093601478114),22.0
POINT (-117.16376405992045 23.62093601478114),26.1
POINT (-116.60716660595409 23.62093601478114),19.3
POINT (-116.0505691519877 23.62093601478114),18.7
POINT (-115.49397169802134 23.62093601478114),20.9
POINT (-114.93737424405495 23.62093601478114),20.4
POINT (-114.38077679008859 23.62093601478114),18.7
POINT (-113.82417933612223 23.62093601478114),17.9
POINT (-113.26758188215587 23.62093601478114),18.9
POINT (-112.7109844281895 23.62093601478114),18.5
POINT (-112.15438697422313 23.62093601478114),17.8
POINT (-111.59778952025675 23.62093601478114),16.2
POINT (-111.0411920662904 23.62093601478114),15.8
POINT (-110.48459461232405 23.62093601478114),16.1
POINT (-109.92799715835766 23.62093601478114),19.2
POINT (-109.37139970439128 23.62093601478114),23.8
POINT (-108.81480225042492 23.62093601478114),26.6
POINT (-108.25820479645854 23.62093601478114),27.5
POINT (-100.4658404409294 23.62093601478114),28.4
POINT (-99.90924298696305 23.62093601478114),28.3
POINT (-99.35264553299668 23.62093601478114),28.2
POINT (-98.7960480790303 23.62093601478114),28.1
POINT (-98.23945062506394 23.62093601478114),27.9
POINT (-97.68285317109758 23.62093601478114),27.7
POINT (-97.1262557171312 23.62093601478114),27.5
POINT (-96.56965826316483 23.62093601478114),27.5
POINT (-87.10750154573657 23.62093601478114),27.1
POINT (-86.5509040917702 23.62093601478114),27.2
POINT (-85.99430663780383 23.62093601478114),27.3
POINT (-85.43770918383746 23.62093601478114),27.3
POINT (-84.8811117298711 23.62093601478114),27.0
POINT (-84.32451427590473 23.62093601478114),27.2
POINT (-83.76791682193837 23.62093601478114),27.5
POINT (-83.21131936797201 23.62093601478114),27.5
POINT (-82.09812446003926 23.62093601478114),27.8
POINT (-81.5415270060729 23.62093601478114),27.8
POINT (-19.202612161839696 23.62093601478114),21.5
POINT (-18.646014707873327 23.62093601478114),22.6
POINT (-18.089417253906955 23.62093601478114),24.0
POINT (-17.532819799940587 23.62093601478114),25.3
POINT (-16.97622234597422 23.62093601478114),26.5
POINT (-16.419624892007853 23.62093601478114),27.6
POINT (-15.863027438041485 23.62093601478114),28.7
POINT (-15.306429984075116 23.62093601478114),29.6
POINT (-14.74983253010875 23.62093601478114),30.1
POINT (-14.193235076142381 23.62093601478114),29.8
POINT (-13.636637622176012 23.62093601478114),29.9
POINT (-13.080040168209646 23.62093601478114),30.1
POINT (-12.523442714243279 23.62093601478114),29.1
POINT (-11.966845260276909 23.62093601478114),29.1
POINT (-11.410247806310544 23.62093601478114),28.3
POINT (-10.853650352344173 23.62093601478114),27.1
POINT (-10.297052898377807 23.62093601478114),27.1
POINT (-9.740455444411436 23.62093601478114),27.3
POINT (-9.18385799044507 23.62093601478114),27.9
POINT (-8.627260536478701 23.62093601478114),28.4
POINT (-8.070663082512334 23.62093601478114),32.9
POINT (-7.514065628545966 23.62093601478114),36.4
POINT (-6.957468174579598 23.62093601478114),35.8
POINT (-6.400870720613231 23.62093601478114),35.3
POINT (-5.844273266646864 23.62093601478114),33.7
POINT (-5.2876758126804955 23.62093601478114),28.1
POINT (-4.731078358714127 23.62093601478114),26.8
POINT (-4.174480904747759 23.62093601478114),26.7
POINT (-3.6178834507813913 23.62093601478114),27.9
POINT (-3.0612859968150237 23.62093601478114),30.6
POINT (-2.5046885428486556 23.62093601478114),30.6
POINT (-1.9480910888822875 23.62093601478114),30.6
POINT (-1.3914936349159197 23.62093601478114),30.4
POINT (-0.8348961809495519 23.62093601478114),30.1
POINT (-0.2782987269831839 23.62093601478114),30.1
POINT (0.2782987269831839 23.62093601478114),29.5
POINT (0.8348961809495519 23.62093601478114),29.5
POINT (1.3914936349159197 23.62093601478114),29.4
POINT (1.9480910888822875 23.62093601478114),29.1
POINT (2.5046885428486556 23.62093601478114),28.2
POINT (3.0612859968150237 23.62093601478114),28.1
POINT (3.6178834507813913 23.62093601478114),27.8
POINT (4.174480904747759 23.62093601478114),27.2
POINT (4.731078358714127 23.62093601478114),27.8
POINT (5.2876758126804955 23.62093601478114),28.4
POINT (5.844273266646864 23.62093601478114),28.5
POINT (6.400870720613231 23.62093601478114),28.5
POINT (6.957468174579598 23.62093601478114),28.6
POINT (7.514065628545966 23.62093601478114),28.3
POINT (8.070663082512334 23.62093601478114),27.8
POINT (8.627260536478701 23.62093601478114),27.9
POINT (9.18385799044507 23.62093601478114),27.0
POINT (9.740455444411436 23.62093601478114),27.1
POINT (10.297052898377807 23.62093601478114),30.0
POINT (10.853650352344173 23.62093601478114),27.3
POINT (11.410247806310544 23.62093601478114),27.8
POINT (11.966845260276909 23.62093601478114),28.2
POINT (12.523442714243279 23.62093601478114),28.7
POINT (13.080040168209646 23.62093601478114),28.8
POINT (13.636637622176012 23.62093601478114),28.6
POINT (14.193235076142381 23.62093601478114),28.3
POINT (14.74983253010875 23.62093601478114),28.2
POINT (15.306429984075116 23.62093601478114),28.3
POINT (15.863027438041485 23.62093601478114),28.6
POINT (16.419624892007853 23.62093601478114),28.6
POINT (16.97622234597422 23.62093601478114),28.2
POINT (17.532819799940587 23.62093601478114),27.4
POINT (18.089417253906955 23.62093601478114),24.2
POINT (18.646014707873327 23.62093601478114),20.7
POINT (19.202612161839696 23.62093601478114),16.8
POINT (19.759209615806057 23.62093601478114),18.0
POINT (20.31580706977243 23.62093601478114),18.4
POINT (20.872404523738798 23.62093601478114),20.8
POINT (21.429001977705163 23.62093601478114),25.9
POINT (21.98559943167153 23.62093601478114),26.6
POINT (22.5421968856379 23.62093601478114),26.8
POINT (23.098794339604268 23.62093601478114),27.1
POINT (23.655391793570633 23.62093601478114),27.3
POINT (24.211989247537 23.62093601478114),27.3
POINT (24.76858670150337 23.62093601478114),26.7
POINT (25.32518415546974 23.62093601478114),25.3
POINT (25.881781609436107 23.62093601478114),24.1
POINT (26.438379063402476 23.62093601478114),23.6
POINT (26.99497651736884 23.62093601478114),23.0
POINT (27.551573971335216 23.62093601478114),22.7
POINT (28.108171425301578 23.62093601478114),22.6
POINT (28.664768879267942 23.62093601478114),22.9
POINT (29.221366333234318 23.62093601478114),24.4
POINT (29.777963787200683 23.62093601478114),24.4
POINT (30.334561241167044 23.62093601478114),24.5
POINT (30.89115869513342 23.62093601478114),24.8
POINT (31.447756149099785 23.62093601478114),24.9
POINT (32.00435360306615 23.62093601478114),24.8
POINT (32.56095105703252 23.62093601478114),25.0
POINT (33.117548510998894 23.62093601478114),25.3
POINT (33.67414596496526 23.62093601478114),26.1
POINT (34.23074341893163 23.62093601478114),26.6
POINT (34.787340872897985 23.62093601478114),26.9
POINT (35.34393832686437 23.62093601478114),27.2
POINT (35.90053578083073 23.62093601478114),27.5
POINT (36.4571332347971 23.62093601478114),27.8
POINT (37.01373068876347 23.62093601478114),28.2
POINT (37.570328142729835 23.62093601478114),28.4
POINT (38.1269255966962 23.62093601478114),27.6
POINT (38.68352305066257 23.62093601478114),26.7
POINT (39.24012050462894 23.62093601478114),26.9
POINT (39.7967179585953 23.62093601478114),27.1
POINT (40.35331541256168 23.62093601478114),27.3
POINT (40.90991286652804 23.62093601478114),26.5
POINT (41.46651032049441 23.62093601478114),29.9
POINT (43.692900136359874 23.62093601478114),28.3
POINT (44.24949759032624 23.62093601478114),27.3
POINT (44.80609504429262 23.62093601478114),22.4
POINT (45.36269249825898 23.62093601478114),17.4
POINT (45.91928995222534 23.62093601478114),18.4
POINT (46.47588740619172 23.62093601478114),20.0
POINT (47.032484860158085 23.62093601478114),21.6
POINT (47.589082314124454 23.62093601478114),23.1
POINT (48.14567976809082 23.62093601478114),25.9
POINT (48.70227722205719 23.62093601478114),25.2
POINT (49.25887467602355 23.62093601478114),26.5
POINT (49.815472129989935 23.62093601478114),27.9
POINT (50.37206958395629 23.62093601478114),28.9
POINT (50.92866703792266 23.62093601478114),30.3
POINT (51.485264491889026 23.62093601478114),31.8
POINT (52.04186194585541 23.62093601478114),31.6
POINT (52.59845939982176 23.62093601478114),31.9
POINT (53.15505685378814 23.62093601478114),31.0
POINT (53.7116543077545 23.62093601478114),31.2
POINT (54.26825176172086 23.62093601478114),31.9
POINT (54.82484921568724 23.62093601478114),31.6
POINT (55.38144666965361 23.62093601478114),31.6
POINT (55.938044123619974 23.62093601478114),31.7
POINT (56.49464157758634 23.62093601478114),29.3
POINT (57.051239031552704 23.62093601478114),29.3
POINT (57.60783648551907 23.62093601478114),30.6
POINT (58.164433939485455 23.62093601478114),30.6
POINT (58.72103139345182 23.62093601478114),31.0
POINT (59.27762884741818 23.62093601478114),30.3
POINT (59.83422630138455 23.62093601478114),30.1
POINT (60.39082375535091 23.62093601478114),30.1
POINT (60.947421209317284 23.62093601478114),30.3
POINT (61.50401866328366 23.62093601478114),28.5
POINT (62.06061611725002 23.62093601478114),25.5
POINT (62.61721357121638 23.62093601478114),23.8
POINT (63.17381102518276 23.62093601478114),25.4
POINT (63.73040847914911 23.62093601478114),27.3
POINT (64.2870059331155 23.62093601478114),28.4
POINT (64.84360338708186 23.62093601478114),29.6
POINT (65.40020084104823 23.62093601478114),28.8
POINT (78.20194228227469 23.62093601478114),27.9
POINT (78.75853973624106 23.62093601478114),28.2
POINT (79.31513719020742 23.62093601478114),28.7
POINT (79.87173464417378 23.62093601478114),29.2
POINT (80.98492955210652 23.62093601478114),29.5
POINT (81.5415270060729 23.62093601478114),28.7
POINT (82.09812446003926 23.62093601478114),26.6
POINT (82.65472191400563 23.62093601478114),26.3
POINT (83.21131936797201 23.62093601478114),28.5
POINT (83.76791682193837 23.62093601478114),29.6
POINT (84.32451427590473 23.62093601478114),29.6
POINT (84.8811117298711 23.62093601478114),29.9
POINT (85.43770918383746 23.62093601478114),30.7
POINT (85.99430663780383 23.62093601478114),30.8
POINT (86.5509040917702 23.62093601478114),30.6
POINT (87.10750154573657 23.62093601478114),31.1
POINT (87.66409899970294 23.62093601478114),31.3
POINT (88.2206964536693 23.62093601478114),31.3
POINT (88.77729390763568 23.62093601478114),31.2
POINT (89.33389136160206 23.62093601478114),30.6
POINT (89.89048881556842 23.62093601478114),29.4
POINT (90.44708626953478 23.62093601478114),29.6
POINT (91.00368372350115 23.62093601478114),29.6
POINT (91.56028117746753 23.62093601478114),28.7
POINT (92.11687863143388 23.62093601478114),29.0
POINT (92.67347608540025 23.62093601478114),29.3
POINT (93.23007353936664 23.62093601478114),29.3
POINT (93.78667099333298 23.62093601478114),29.3
POINT (94.34326844729935 23.62093601478114),29.1
POINT (94.89986590126573 23.62093601478114),29.8
POINT (95.45646335523209 23.62093601478114),30.2
POINT (96.01306080919846 23.62093601478114),30.6
POINT (96.56965826316483 23.62093601478114),30.8
POINT (102.69223025679487 23.62093601478114),28.8
POINT (103.24882771076123 23.62093601478114),28.0
POINT (103.80542516472764 23.62093601478114),27.9
POINT (104.362022618694 23.62093601478114),22.4
POINT (104.91862007266035 23.62093601478114),27.3
POINT (105.47521752662671 23.62093601478114),30.7
POINT (106.0318149805931 23.62093601478114),30.8
POINT (106.58841243455946 23.62093601478114),31.4
POINT (107.14500988852582 23.62093601478114),30.9
POINT (107.70160734249218 23.62093601478114),24.7
POINT (108.25820479645854 23.62093601478114),22.8
POINT (108.81480225042492 23.62093601478114),25.2
POINT (109.37139970439128 23.62093601478114),27.3
POINT (109.92799715835766 23.62093601478114),25.5
POINT (110.48459461232405 23.62093601478114),24.3
POINT (111.0411920662904 23.62093601478114),24.3
POINT (111.59778952025675 23.62093601478114),26.3
POINT (112.15438697422313 23.62093601478114),26.3
POINT (112.7109844281895 23.62093601478114),25.2
POINT (113.26758188215587 23.62093601478114),26.3
POINT (113.82417933612223 23.62093601478114),25.3
POINT (114.38077679008859 23.62093601478114),27.1
POINT (114.93737424405495 23.62093601478114),25.3
POINT (115.49397169802134 23.62093601478114),26.1
POINT (116.0505691519877 23.62093601478114),26.3
POINT (116.60716660595409 23.62093601478114),25.1
POINT (117.16376405992045 23.62093601478114),24.8
POINT (117.72036151388681 23.62093601478114),25.5
POINT (118.27695896785318 23.62093601478114),25.3
POINT (118.83355642181954 23.62093601478114),25.3
POINT (119.39015387578591 23.62093601478114),25.4
POINT (119.94675132975229 23.62093601478114),25.6
POINT (122.17314114561775 23.62093601478114),26.0
POINT (122.72973859958414 23.62093601478114),26.0
POINT (-173.3801069105236 23.02670494836804),23.2
POINT (-172.82350945655725 23.02670494836804),24.5
POINT (-117.72036151388681 23.02670494836804),28.0
POINT (-117.16376405992045 23.02670494836804),24.6
POINT (-116.60716660595409 23.02670494836804),20.1
POINT (-116.0505691519877 23.02670494836804),20.0
POINT (-115.49397169802134 23.02670494836804),19.2
POINT (-114.93737424405495 23.02670494836804),19.6
POINT (-114.38077679008859 23.02670494836804),18.9
POINT (-113.82417933612223 23.02670494836804),18.9
POINT (-113.26758188215587 23.02670494836804),19.0
POINT (-112.7109844281895 23.02670494836804),18.6
POINT (-112.15438697422313 23.02670494836804),17.6
POINT (-111.59778952025675 23.02670494836804),15.6
POINT (-111.0411920662904 23.02670494836804),14.7
POINT (-110.48459461232405 23.02670494836804),15.2
POINT (-109.92799715835766 23.02670494836804),14.9
POINT (-109.37139970439128 23.02670494836804),16.5
POINT (-108.81480225042492 23.02670494836804),23.4
POINT (-108.25820479645854 23.02670494836804),26.4
POINT (-107.70160734249218 23.02670494836804),27.1
POINT (-100.4658404409294 23.02670494836804),28.4
POINT (-99.90924298696305 23.02670494836804),28.2
POINT (-99.35264553299668 23.02670494836804),28.3
POINT (-98.7960480790303 23.02670494836804),28.2
POINT (-98.23945062506394 23.02670494836804),28.0
POINT (-97.68285317109758 23.02670494836804),28.1
POINT (-97.1262557171312 23.02670494836804),27.9
POINT (-96.56965826316483 23.02670494836804),27.8
POINT (-86.5509040917702 23.02670494836804),27.7
POINT (-85.99430663780383 23.02670494836804),27.7
POINT (-85.43770918383746 23.02670494836804),26.6
POINT (-84.8811117298711 23.02670494836804),26.4
POINT (-84.32451427590473 23.02670494836804),26.4
POINT (-83.76791682193837 23.02670494836804),26.8
POINT (-83.21131936797201 23.02670494836804),25.8
POINT (-82.65472191400563 23.02670494836804),27.3
POINT (-80.98492955210652 23.02670494836804),27.8
POINT (-18.089417253906955 23.02670494836804),24.9
POINT (-17.532819799940587 23.02670494836804),26.3
POINT (-16.97622234597422 23.02670494836804),27.4
POINT (-16.419624892007853 23.02670494836804),28.5
POINT (-15.863027438041485 23.02670494836804),29.3
POINT (-15.306429984075116 23.02670494836804),30.1
POINT (-14.74983253010875 23.02670494836804),30.4
POINT (-14.193235076142381 23.02670494836804),30.3
POINT (-13.636637622176012 23.02670494836804),30.6
POINT (-13.080040168209646 23.02670494836804),30.5
POINT (-12.523442714243279 23.02670494836804),30.1
POINT (-11.966845260276909 23.02670494836804),28.9
POINT (-11.410247806310544 23.02670494836804),28.3
POINT (-10.853650352344173 23.02670494836804),28.1
POINT (-10.297052898377807 23.02670494836804),28.2
POINT (-9.740455444411436 23.02670494836804),28.6
POINT (-9.18385799044507 23.02670494836804),30.1
POINT (-8.627260536478701 23.02670494836804),32.5
POINT (-8.070663082512334 23.02670494836804),36.3
POINT (-7.514065628545966 23.02670494836804),36.3
POINT (-6.957468174579598 23.02670494836804),36.0
POINT (-6.400870720613231 23.02670494836804),35.5
POINT (-5.844273266646864 23.02670494836804),32.4
POINT (-5.2876758126804955 23.02670494836804),29.8
POINT (-4.731078358714127 23.02670494836804),26.9
POINT (-4.174480904747759 23.02670494836804),26.8
POINT (-3.6178834507813913 23.02670494836804),26.7
POINT (-3.0612859968150237 23.02670494836804),26.8
POINT (-2.5046885428486556 23.02670494836804),29.0
POINT (-1.9480910888822875 23.02670494836804),29.8
POINT (-1.3914936349159197 23.02670494836804),30.2
POINT (-0.8348961809495519 23.02670494836804),30.2
POINT (-0.2782987269831839 23.02670494836804),30.2
POINT (0.2782987269831839 23.02670494836804),29.7
POINT (0.8348961809495519 23.02670494836804),29.5
POINT (1.3914936349159197 23.02670494836804),28.8
POINT (1.9480910888822875 23.02670494836804),28.0
POINT (2.5046885428486556 23.02670494836804),27.4
POINT (3.0612859968150237 23.02670494836804),27.3
POINT (3.6178834507813913 23.02670494836804),26.9
POINT (4.174480904747759 23.02670494836804),27.0
POINT (4.731078358714127 23.02670494836804),28.1
POINT (5.2876758126804955 23.02670494836804),28.5
POINT (5.844273266646864 23.02670494836804),28.5
POINT (6.400870720613231 23.02670494836804),28.5
POINT (6.957468174579598 23.02670494836804),29.5
POINT (7.514065628545966 23.02670494836804),29.8
POINT (8.070663082512334 23.02670494836804),29.5
POINT (8.627260536478701 23.02670494836804),30.0
POINT (9.18385799044507 23.02670494836804),28.4
POINT (9.740455444411436 23.02670494836804),27.5
POINT (10.297052898377807 23.02670494836804),30.3
POINT (10.853650352344173 23.02670494836804),29.5
POINT (11.410247806310544 23.02670494836804),28.6
POINT (11.966845260276909 23.02670494836804),28.5
POINT (12.523442714243279 23.02670494836804),28.8
POINT (13.080040168209646 23.02670494836804),28.9
POINT (13.636637622176012 23.02670494836804),29.1
POINT (14.193235076142381 23.02670494836804),28.9
POINT (14.74983253010875 23.02670494836804),28.8
POINT (15.306429984075116 23.02670494836804),28.9
POINT (15.863027438041485 23.02670494836804),28.9
POINT (16.419624892007853 23.02670494836804),28.9
POINT (16.97622234597422 23.02670494836804),28.5
POINT (17.532819799940587 23.02670494836804),28.1
POINT (18.089417253906955 23.02670494836804),27.4
POINT (18.646014707873327 23.02670494836804),26.9
POINT (19.202612161839696 23.02670494836804),21.4
POINT (19.759209615806057 23.02670494836804),21.9
POINT (20.31580706977243 23.02670494836804),18.2
POINT (20.872404523738798 23.02670494836804),21.4
POINT (21.429001977705163 23.02670494836804),26.6
POINT (21.98559943167153 23.02670494836804),26.8
POINT (22.5421968856379 23.02670494836804),27.1
POINT (23.098794339604268 23.02670494836804),27.3
POINT (23.655391793570633 23.02670494836804),27.7
POINT (24.211989247537 23.02670494836804),27.9
POINT (24.76858670150337 23.02670494836804),27.2
POINT (25.32518415546974 23.02670494836804),26.1
POINT (25.881781609436107 23.02670494836804),24.7
POINT (26.438379063402476 23.02670494836804),23.2
POINT (26.99497651736884 23.02670494836804),22.8
POINT (27.551573971335216 23.02670494836804),22.5
POINT (28.108171425301578 23.02670494836804),23.2
POINT (28.664768879267942 23.02670494836804),23.5
POINT (29.221366333234318 23.02670494836804),24.5
POINT (29.777963787200683 23.02670494836804),24.5
POINT (30.334561241167044 23.02670494836804),24.5
POINT (30.89115869513342 23.02670494836804),24.7
POINT (31.447756149099785 23.02670494836804),24.8
POINT (32.00435360306615 23.02670494836804),24.8
POINT (32.56095105703252 23.02670494836804),24.9
POINT (33.117548510998894 23.02670494836804),25.1
POINT (33.67414596496526 23.02670494836804),26.2
POINT (34.23074341893163 23.02670494836804),26.5
POINT (34.787340872897985 23.02670494836804),26.8
POINT (35.34393832686437 23.02670494836804),27.2
POINT (35.90053578083073 23.02670494836804),27.6
POINT (36.4571332347971 23.02670494836804),27.9
POINT (37.01373068876347 23.02670494836804),28.2
POINT (37.570328142729835 23.02670494836804),28.3
POINT (38.1269255966962 23.02670494836804),26.7
POINT (38.68352305066257 23.02670494836804),26.8
POINT (39.24012050462894 23.02670494836804),27.2
POINT (39.7967179585953 23.02670494836804),27.5
POINT (40.35331541256168 23.02670494836804),27.6
POINT (40.90991286652804 23.02670494836804),24.8
POINT (41.46651032049441 23.02670494836804),30.0
POINT (44.24949759032624 23.02670494836804),27.7
POINT (44.80609504429262 23.02670494836804),26.4
POINT (45.36269249825898 23.02670494836804),24.5
POINT (45.91928995222534 23.02670494836804),18.4
POINT (46.47588740619172 23.02670494836804),18.3
POINT (47.032484860158085 23.02670494836804),21.5
